train_loss,train_f1,test_loss,test_f1
0.0833336638586264,0.193872914487814,0.065500201604196,0.5730942388450264
0.0419095034092808,0.4397777066079657,0.0490090442289199,0.6619433268862087
0.0338939787164564,0.5192213528317242,0.043235756589898,0.7243098104725405
0.0297050936645327,0.56255119846091,0.0418499800775732,0.7480190407132602
0.0267524864184506,0.5921076833086517,0.0387014705554715,0.7499158007201706
0.0248435191008315,0.6150359483499022,0.0436068656854331,0.7607387177959364
0.0235092401270278,0.63225164019371,0.0406450477029596,0.778177849807061
0.0222860719381348,0.6480423572336239,0.0413463421831173,0.784100565805088
0.0211537820388401,0.6603514653984965,0.0387093703129461,0.78576958090291
0.0205112806213918,0.6718894150029499,0.0428897719697228,0.7885554433868524
0.0196318399170109,0.6818692309787857,0.0423691494257322,0.7842049462440711
0.0189091920398824,0.6890751886365892,0.042581338382193,0.7876532591186111
0.0181847424505384,0.6993825571146338,0.0447128139303198,0.7905034034474415
0.0177197913636995,0.7072542082467831,0.0461085826424615,0.79096960055144
0.0171928138510428,0.7127565201730288,0.0501634364681584,0.7882561644970929
