train_loss,train_f1,test_loss,test_f1
0.0891577970345421,0.2232603157619111,0.0413553110427326,0.0731317454926755
0.0418526131877508,0.4898696617131238,0.0413901880383491,0.0914707392843412
0.0325951667168101,0.5762254958189927,0.0425058715045452,0.0888598444522358
0.0284927279167343,0.619254886342789,0.0435702746940983,0.0956690743764381
0.0258309352542186,0.6463231921178355,0.0450300404595004,0.0864677939671858
0.0238756302915249,0.6667476004180177,0.0455720234248373,0.0916187352815088
0.022436161783168,0.6834797902002343,0.0463430281314584,0.0878709405626754
0.021341899853678,0.6983306211511926,0.0483027121259106,0.0828522311140515
0.0204459362369738,0.7092160590830497,0.0479135455356703,0.0862940531660154
0.0194719161654556,0.7181766281329509,0.0474421406785647,0.0917547804461707
0.0188996754956114,0.7273224622195986,0.0490331128239631,0.0783898787310149
0.0183075753513078,0.7353564448385593,0.0494651951723628,0.0839993126045931
0.0174650279051645,0.7420051274166646,0.0496298670768737,0.0859635376201951
0.0169707399113434,0.7488705339008752,0.0516226461364163,0.077341183459656
0.0166133365672595,0.7529541538151695,0.0529499563078085,0.0779205009616588
