train_loss,train_f1,test_loss,test_f1
0.0632514063208243,0.4217597136558677,0.0574212530060954,0.4949801041580425
0.0174187791092748,0.7601777902767596,0.0503414624573095,0.5767949165883889
0.0136826607636258,0.8195020662717386,0.0470764490168379,0.5914061870348878
0.0117130566001686,0.8474477874250718,0.0484070474443876,0.5903004692964354
0.010446789890232,0.8648687881302742,0.0475736278716636,0.6109720350609622
0.0096186106718743,0.8771813242096548,0.0468627165436096,0.6262506096134882
0.0087854530541618,0.888311536088783,0.0528035321151432,0.580125107875529
0.0083808290555421,0.8961994086319394,0.0528033752480278,0.6062310653442209
0.0078746301764584,0.9024115194300768,0.0521662420957632,0.6212551551042015
0.0074867789145164,0.9085296692563628,0.0533680240502176,0.6244489925935063
0.007212369753303,0.9134392112993,0.0558108215989626,0.6183951639045078
0.0067314669819045,0.919204250547543,0.0559735583951291,0.6094450861091399
0.0065033362607826,0.9225387231694018,0.0585166329275006,0.6056384126367359
0.0062734353285929,0.926936912132018,0.0632644997180804,0.6165086871638357
0.0060740221952678,0.930188263399618,0.0639530487601523,0.5996796254014978
