train_loss,train_f1,test_loss,test_f1
0.0544570384218412,0.2340740557045964,0.1072007901850519,0.2652886937514347
0.0427483466162631,0.329331270112196,0.1074465209635618,0.284280685292658
0.0411049566770854,0.3582225458263053,0.1025232685689242,0.2952974395337393
0.0389294883830259,0.381492420347806,0.107646643024553,0.2915091539026796
0.0379293464966141,0.3927071853831474,0.1184347233853978,0.269751155031946
0.0376361955574284,0.4033642671483607,0.1022137440392904,0.307142761187298
0.0366129590509799,0.4085849071732547,0.1139350531396464,0.2956411369197686
0.0361965972203588,0.4209387498839917,0.1090205322684157,0.29656486280557
0.0348969587981239,0.4281008572125784,0.1124712922073599,0.3019793389931242
0.0344268341430523,0.4375063328231331,0.1133570236580394,0.2916486372548041
0.0342879880150497,0.4403251680030881,0.1149503014912115,0.3039403137886424
0.0332742116266959,0.4506933827388305,0.1124389279065102,0.3008402823262416
0.034418597941405,0.4393236326932339,0.1102485156087117,0.2992844470550646
0.033076325418491,0.4552814250401708,0.1210614254587907,0.2664084665752402
0.0331320221688679,0.4590797114681791,0.114987987108134,0.2822412038431907
