train_loss,train_f1,test_loss,test_f1
0.091816008825973,0.1468910782234227,0.0478720860555768,0.171246009787277
0.0501676552821635,0.3583859907574457,0.0432566720992326,0.1920242095756391
0.0438565717872738,0.4270096613311996,0.0431304592639207,0.1932177807932532
0.040611620762251,0.4649451870958276,0.0424756053835153,0.1980756288579955
0.0385904838722721,0.4905417114710166,0.0434209890663623,0.1868565637776393
0.0367671432590589,0.5117074661329098,0.0430283891037106,0.198786289482618
0.0355142982674691,0.5278739293450102,0.0442005544900894,0.2011220996155343
0.0343632521620358,0.5405421047818258,0.0434180907905101,0.1907021158785831
0.033569259955891,0.55293533106782,0.0437468318268656,0.1963746998533088
0.0326450365379855,0.5631644003008663,0.043491787277162,0.2012996868487982
0.0317853887663111,0.5724223589005085,0.0438555404543876,0.1960569788907678
0.0313388787302829,0.5773008535241784,0.0445914296433329,0.1860426979316171
0.0304890732597153,0.5877047478629942,0.0444459784775972,0.1906816907453061
0.0302598820157882,0.5923434836321965,0.0452568456530571,0.1927121371175326
0.0296941958764337,0.5993798979910887,0.0459532206878066,0.1807254928582848
