train_loss,train_f1,test_loss,test_f1
0.0670319206689154,0.3136145344249026,0.1020998791346083,0.1399425666512122
0.0315818648679204,0.5854063241253302,0.100109595335696,0.1670277009101831
0.0251249374930457,0.6562790005941332,0.1006891214167294,0.1721449117405876
0.0220414593403848,0.6944791003879339,0.1020953680186168,0.1728543782011901
0.0201175068637793,0.7176343092604716,0.1077723238455212,0.1720229181948091
0.0186720839733184,0.735879150538259,0.1132793255474256,0.1735567854697209
0.0174538482149893,0.750279813724082,0.1123949766806934,0.1708787623008381
0.0166265003072297,0.7610145719642017,0.1103538321736066,0.1711397017291578
0.0155677589059654,0.7715557590239442,0.1147129587181236,0.1629079466882128
0.0149215029740865,0.7802385179834291,0.1271365820389726,0.1555761019708741
0.014374168544851,0.7888799782482752,0.1283807663166004,0.1599013585143647
0.0138048778801115,0.7945883166226846,0.1346950498935969,0.1576641057210225
0.0133219668616413,0.8007249861594199,0.1353514119658781,0.1612854176960308
0.0130156414220652,0.8079235145645004,0.1344127740549004,0.1652391532645062
0.0125219024120093,0.8129579413823712,0.1442380103728045,0.1644910898809471
