train_loss,train_f1,test_loss,test_f1
0.078132790632345,0.2895310985082021,0.0529190491754234,0.1458309020460506
0.0384975368296782,0.5460908415586364,0.0490405106622921,0.1871992664069196
0.0312840215248194,0.6145440089929941,0.0497085186407754,0.2073716174629621
0.0279466355948819,0.6511245882856368,0.0507031655298513,0.2109202201758183
0.0254063415706839,0.6755584843448414,0.0537848716046203,0.1980641517694908
0.0236940440762207,0.694346332419564,0.053967968936552,0.2164403143965211
0.0224757897596618,0.71106059436898,0.0540222619382435,0.2142181662058709
0.0209349018575106,0.7250990280247811,0.0558563858728136,0.2038627743598862
0.0201467852258851,0.7342344764419665,0.0582725266158057,0.2198023331511075
0.0191048465402751,0.7443936683379927,0.0573197636557252,0.2051681680326172
0.0185749419109954,0.7542564973852067,0.0594868154117935,0.2027360684244256
0.0177193696791871,0.7624033455523366,0.0637424711399433,0.207751718640738
0.0174279137266688,0.7706574528244552,0.0630907473203383,0.1952378012443374
0.0165378760332449,0.7751812976661396,0.0629562648634115,0.2037942821304132
0.0159840898119908,0.7835177347346427,0.066796491314706,0.2033605860882992
