F1,LLM
1.0,RiNALMo
0.9333333333333333,RiNALMo
0.927536231884058,RiNALMo
0.7937743190661479,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.7701863354037267,RiNALMo
0.8879668049792532,RiNALMo
0.8208955223880597,RiNALMo
1.0,RiNALMo
0.8571428571428572,RiNALMo
0.962962962962963,RiNALMo
0.9940828402366864,RiNALMo
1.0,RiNALMo
0.9374999999999999,RiNALMo
0.7540983606557378,RiNALMo
0.20304568527918782,RiNALMo
0.9365853658536585,RiNALMo
0.8453608247422681,RiNALMo
1.0,RiNALMo
0.9523809523809523,RiNALMo
0.8858447488584476,RiNALMo
1.0,RiNALMo
0.3419354838709677,RiNALMo
0.9333333333333333,RiNALMo
0.985645933014354,RiNALMo
1.0,RiNALMo
0.9333333333333333,RiNALMo
0.9216589861751152,RiNALMo
0.9375,RiNALMo
0.6614173228346457,RiNALMo
0.9859154929577464,RiNALMo
0.8516746411483254,RiNALMo
1.0,RiNALMo
0.8899082568807338,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9767441860465117,RiNALMo
0.9074074074074073,RiNALMo
0.7281105990783411,RiNALMo
0.9855072463768115,RiNALMo
0.9855072463768115,RiNALMo
1.0,RiNALMo
0.958904109589041,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9863013698630138,RiNALMo
1.0,RiNALMo
0.9850746268656716,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.22006472491909385,RiNALMo
1.0,RiNALMo
0.8,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9767441860465117,RiNALMo
0.46715328467153283,RiNALMo
0.7321428571428571,RiNALMo
0.5917602996254682,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.7868852459016393,RiNALMo
0.7330677290836652,RiNALMo
0.6538461538461537,RiNALMo
0.4298245614035088,RiNALMo
0.8608695652173913,RiNALMo
0.9767441860465117,RiNALMo
0.6753246753246752,RiNALMo
0.9846153846153847,RiNALMo
1.0,RiNALMo
0.7389558232931728,RiNALMo
0.9253731343283582,RiNALMo
0.7692307692307692,RiNALMo
0.9942196531791908,RiNALMo
0.96875,RiNALMo
0.2834224598930481,RiNALMo
0.3211267605633803,RiNALMo
0.6933333333333334,RiNALMo
0.9859154929577464,RiNALMo
0.9850746268656716,RiNALMo
0.9014084507042254,RiNALMo
0.9846153846153847,RiNALMo
1.0,RiNALMo
0.7747747747747749,RiNALMo
0.9850746268656716,RiNALMo
0.7348837209302326,RiNALMo
0.9333333333333333,RiNALMo
0.9333333333333333,RiNALMo
0.96875,RiNALMo
1.0,RiNALMo
0.9513513513513514,RiNALMo
0.9206349206349206,RiNALMo
0.9696969696969697,RiNALMo
0.9859154929577464,RiNALMo
0.9855072463768115,RiNALMo
0.9941520467836257,RiNALMo
1.0,RiNALMo
0.975609756097561,RiNALMo
0.9253731343283582,RiNALMo
0.9041095890410958,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9904761904761905,RiNALMo
0.9850746268656716,RiNALMo
0.9463414634146341,RiNALMo
1.0,RiNALMo
0.9500000000000001,RiNALMo
0.9883720930232558,RiNALMo
1.0,RiNALMo
0.9411764705882353,RiNALMo
0.4838709677419355,RiNALMo
1.0,RiNALMo
0.9696969696969697,RiNALMo
0.9090909090909091,RiNALMo
0.8800000000000001,RiNALMo
1.0,RiNALMo
0.9767441860465117,RiNALMo
0.6811145510835914,RiNALMo
0.6240601503759398,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.7792207792207791,RiNALMo
0.9152542372881356,RiNALMo
0.972972972972973,RiNALMo
0.743801652892562,RiNALMo
1.0,RiNALMo
0.6293706293706294,RiNALMo
0.7647058823529412,RiNALMo
1.0,RiNALMo
0.935483870967742,RiNALMo
0.9361702127659575,RiNALMo
0.9855072463768115,RiNALMo
0.4385026737967915,RiNALMo
0.9047619047619048,RiNALMo
1.0,RiNALMo
0.975609756097561,RiNALMo
0.9090909090909091,RiNALMo
0.5142857142857143,RiNALMo
1.0,RiNALMo
0.7083333333333334,RiNALMo
0.9268292682926829,RiNALMo
0.9855072463768115,RiNALMo
1.0,RiNALMo
0.9850746268656716,RiNALMo
1.0,RiNALMo
0.8181818181818182,RiNALMo
0.975609756097561,RiNALMo
0.3417085427135678,RiNALMo
0.7697160883280757,RiNALMo
0.5098039215686274,RiNALMo
0.704225352112676,RiNALMo
0.9375,RiNALMo
0.9751243781094527,RiNALMo
0.9883720930232558,RiNALMo
0.9333333333333333,RiNALMo
1.0,RiNALMo
0.8924731182795699,RiNALMo
0.6428571428571428,RiNALMo
0.9304812834224598,RiNALMo
0.5641025641025641,RiNALMo
0.7666666666666666,RiNALMo
0.4932735426008969,RiNALMo
0.7391304347826088,RiNALMo
0.7848101265822786,RiNALMo
0.9736842105263158,RiNALMo
0.8852459016393442,RiNALMo
0.8275862068965517,RiNALMo
0.9705882352941176,RiNALMo
0.676056338028169,RiNALMo
0.8878504672897196,RiNALMo
1.0,RiNALMo
0.8398268398268399,RiNALMo
0.9846153846153847,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9665071770334929,RiNALMo
0.4266666666666666,RiNALMo
1.0,RiNALMo
0.7510917030567685,RiNALMo
0.955223880597015,RiNALMo
0.4,RiNALMo
0.8295454545454545,RiNALMo
1.0,RiNALMo
0.8518518518518519,RiNALMo
0.11111111111111112,RiNALMo
1.0,RiNALMo
0.9259259259259259,RiNALMo
1.0,RiNALMo
0.9397590361445783,RiNALMo
0.9456066945606694,RiNALMo
1.0,RiNALMo
0.7822878228782288,RiNALMo
1.0,RiNALMo
0.9722222222222222,RiNALMo
0.9859154929577464,RiNALMo
0.7007299270072993,RiNALMo
1.0,RiNALMo
0.9642857142857143,RiNALMo
1.0,RiNALMo
0.9209302325581394,RiNALMo
1.0,RiNALMo
0.941860465116279,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.6638297872340424,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9863013698630138,RiNALMo
1.0,RiNALMo
0.9859154929577464,RiNALMo
0.9855072463768115,RiNALMo
1.0,RiNALMo
0.9841269841269841,RiNALMo
0.9866666666666666,RiNALMo
0.9767441860465117,RiNALMo
0.8906882591093117,RiNALMo
0.553191489361702,RiNALMo
0.782608695652174,RiNALMo
0.8734693877551021,RiNALMo
0.8648648648648648,RiNALMo
0.8138528138528137,RiNALMo
0.9333333333333333,RiNALMo
0.9846153846153847,RiNALMo
0.9767441860465117,RiNALMo
0.7763157894736842,RiNALMo
0.96875,RiNALMo
0.5308641975308642,RiNALMo
0.9859154929577464,RiNALMo
0.847457627118644,RiNALMo
0.9859154929577464,RiNALMo
0.4923076923076923,RiNALMo
1.0,RiNALMo
0.8478260869565218,RiNALMo
0.9107981220657276,RiNALMo
0.8521739130434782,RiNALMo
0.9361702127659574,RiNALMo
0.9333333333333333,RiNALMo
0.6635514018691588,RiNALMo
0.6491228070175438,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.0641025641025641,RiNALMo
0.8596491228070174,RiNALMo
0.9769585253456221,RiNALMo
1.0,RiNALMo
0.9500000000000001,RiNALMo
0.9714285714285714,RiNALMo
1.0,RiNALMo
0.8355555555555556,RiNALMo
0.9090909090909091,RiNALMo
0.975609756097561,RiNALMo
0.9863013698630138,RiNALMo
0.7542372881355933,RiNALMo
0.9855072463768115,RiNALMo
0.9600000000000001,RiNALMo
0.9508196721311475,RiNALMo
0.9565217391304348,RiNALMo
0.484304932735426,RiNALMo
0.9743589743589743,RiNALMo
0.4694835680751173,RiNALMo
1.0,RiNALMo
0.9600000000000001,RiNALMo
0.8068669527896994,RiNALMo
0.847457627118644,RiNALMo
0.7213114754098361,RiNALMo
0.9841269841269841,RiNALMo
0.9461538461538462,RiNALMo
0.25104602510460244,RiNALMo
1.0,RiNALMo
0.759493670886076,RiNALMo
0.875,RiNALMo
1.0,RiNALMo
0.8936170212765957,RiNALMo
0.896551724137931,RiNALMo
0.8136882129277566,RiNALMo
1.0,RiNALMo
0.9696969696969697,RiNALMo
1.0,RiNALMo
0.7058823529411765,RiNALMo
0.9855072463768115,RiNALMo
0.888888888888889,RiNALMo
0.9841269841269841,RiNALMo
1.0,RiNALMo
0.9577464788732395,RiNALMo
0.9859154929577464,RiNALMo
0.9642857142857143,RiNALMo
0.975609756097561,RiNALMo
0.5700483091787439,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.7913043478260869,RiNALMo
1.0,RiNALMo
0.9859154929577464,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9850746268656716,RiNALMo
0.9818181818181818,RiNALMo
0.9885057471264368,RiNALMo
1.0,RiNALMo
0.6506024096385542,RiNALMo
0.775,RiNALMo
0.923076923076923,RiNALMo
0.9836065573770492,RiNALMo
0.9538461538461539,RiNALMo
1.0,RiNALMo
0.7935222672064776,RiNALMo
0.846441947565543,RiNALMo
0.9132947976878613,RiNALMo
0.9253731343283582,RiNALMo
0.9859154929577464,RiNALMo
0.9365853658536586,RiNALMo
0.9130434782608695,RiNALMo
0.8709677419354839,RiNALMo
0.9722222222222222,RiNALMo
0.7853881278538813,RiNALMo
0.6181818181818182,RiNALMo
1.0,RiNALMo
0.9846153846153847,RiNALMo
1.0,RiNALMo
0.9901960784313726,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.4210526315789474,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.8962264150943395,RiNALMo
0.8648648648648648,RiNALMo
0.42051282051282046,RiNALMo
0.7777777777777778,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9767441860465117,RiNALMo
0.7714285714285714,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.48739495798319327,RiNALMo
0.8240343347639485,RiNALMo
0.9060773480662984,RiNALMo
0.7296137339055794,RiNALMo
0.27177700348432055,RiNALMo
0.7358490566037735,RiNALMo
0.9841269841269841,RiNALMo
0.9850746268656716,RiNALMo
0.9238095238095239,RiNALMo
0.923076923076923,RiNALMo
0.8048780487804877,RiNALMo
0.8656716417910448,RiNALMo
0.549618320610687,RiNALMo
0.9523809523809523,RiNALMo
1.0,RiNALMo
0.23121387283236994,RiNALMo
0.896551724137931,RiNALMo
0.9859154929577464,RiNALMo
0.916030534351145,RiNALMo
1.0,RiNALMo
0.9855072463768115,RiNALMo
1.0,RiNALMo
0.25296442687747034,RiNALMo
0.8181818181818181,RiNALMo
0.92,RiNALMo
0.8048780487804879,RiNALMo
1.0,RiNALMo
0.8585365853658536,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.8786610878661087,RiNALMo
0.9841269841269841,RiNALMo
0.7659574468085107,RiNALMo
0.8400000000000001,RiNALMo
0.9130434782608696,RiNALMo
0.9836065573770492,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9523809523809523,RiNALMo
0.9850746268656716,RiNALMo
0.8287671232876712,RiNALMo
0.5801526717557252,RiNALMo
0.6190476190476191,RiNALMo
1.0,RiNALMo
0.9846153846153847,RiNALMo
0.9569892473118279,RiNALMo
0.5394190871369294,RiNALMo
0.9859154929577464,RiNALMo
0.9863013698630138,RiNALMo
0.8985507246376812,RiNALMo
1.0,RiNALMo
0.8235294117647058,RiNALMo
0.7256637168141592,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9859154929577464,RiNALMo
0.8648648648648649,RiNALMo
0.8362068965517241,RiNALMo
0.8181818181818182,RiNALMo
0.3840579710144928,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.6875000000000001,RiNALMo
0.777408637873754,RiNALMo
0.9758454106280194,RiNALMo
0.8633879781420766,RiNALMo
0.9901960784313726,RiNALMo
0.3965517241379311,RiNALMo
1.0,RiNALMo
0.9850746268656716,RiNALMo
0.54,RiNALMo
0.9565217391304348,RiNALMo
0.9444444444444444,RiNALMo
1.0,RiNALMo
0.9855072463768115,RiNALMo
0.9577464788732395,RiNALMo
0.9473684210526316,RiNALMo
0.9818181818181818,RiNALMo
0.8632478632478633,RiNALMo
0.9279279279279279,RiNALMo
1.0,RiNALMo
0.9577464788732395,RiNALMo
0.9696969696969697,RiNALMo
0.975609756097561,RiNALMo
0.9326424870466321,RiNALMo
0.7454545454545455,RiNALMo
0.3898305084745763,RiNALMo
0.9787234042553191,RiNALMo
1.0,RiNALMo
0.7878787878787878,RiNALMo
0.9444444444444445,RiNALMo
1.0,RiNALMo
0.8181818181818182,RiNALMo
0.7826086956521738,RiNALMo
0.9278350515463918,RiNALMo
0.7963800904977375,RiNALMo
0.8301886792452832,RiNALMo
0.7924528301886793,RiNALMo
0.6904761904761906,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.9032258064516129,RiNALMo
0.9514563106796117,RiNALMo
1.0,RiNALMo
0.9333333333333333,RiNALMo
0.975609756097561,RiNALMo
0.947867298578199,RiNALMo
1.0,RiNALMo
0.9538461538461539,RiNALMo
1.0,RiNALMo
0.9942196531791908,RiNALMo
0.9891304347826088,RiNALMo
0.8990825688073394,RiNALMo
0.7936507936507936,RiNALMo
0.8105726872246697,RiNALMo
1.0,RiNALMo
0.6666666666666667,RiNALMo
0.39999999999999997,RiNALMo
0.8479262672811061,RiNALMo
0.97165991902834,RiNALMo
0.28673835125448033,RiNALMo
0.5146579804560261,RiNALMo
0.6133333333333333,RiNALMo
1.0,RiNALMo
0.835820895522388,RiNALMo
1.0,RiNALMo
0.9497716894977168,RiNALMo
0.9411764705882353,RiNALMo
0.7335907335907336,RiNALMo
0.676056338028169,RiNALMo
0.860655737704918,RiNALMo
0.7112970711297072,RiNALMo
0.875,RiNALMo
0.975609756097561,RiNALMo
0.8464419475655431,RiNALMo
0.9714285714285714,RiNALMo
0.888888888888889,RiNALMo
1.0,RiNALMo
0.7326732673267327,RiNALMo
0.9600000000000001,RiNALMo
1.0,RiNALMo
0.7352941176470588,RiNALMo
0.888888888888889,RiNALMo
0.3529411764705882,RiNALMo
0.9500000000000001,RiNALMo
1.0,RiNALMo
0.5,RiNALMo
0.9629629629629629,RiNALMo
0.9565217391304348,RiNALMo
0.9850746268656716,RiNALMo
0.8340425531914895,RiNALMo
0.9887640449438202,RiNALMo
1.0,RiNALMo
0.5627705627705628,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.91324200913242,RiNALMo
0.6315789473684209,RiNALMo
0.9719626168224299,RiNALMo
0.924187725631769,RiNALMo
0.631578947368421,RiNALMo
0.5619834710743802,RiNALMo
0.9904761904761905,RiNALMo
0.8899521531100478,RiNALMo
0.21359223300970875,RiNALMo
0.3179916317991631,RiNALMo
0.6470588235294118,RiNALMo
0.9508196721311475,RiNALMo
0.9275362318840579,RiNALMo
0.7931034482758621,RiNALMo
0.9696969696969697,RiNALMo
1.0,RiNALMo
1.0,RiNALMo
0.7246376811594204,RiNALMo
0.6732673267326733,RiNALMo
0.9026548672566371,RiNALMo
0.8326180257510729,RiNALMo
0.6515151515151515,RiNALMo
0.962962962962963,RiNALMo
0.6206896551724139,RiNALMo
1.0,RiNALMo
0.8703703703703703,RiNALMo
1.0,RiNALMo
0.9513513513513514,RiNALMo
0.9333333333333333,RiNALMo
