train_loss,train_f1,test_loss,test_f1
0.0603526680327191,0.3420870254003545,0.0449528662083437,0.4448622549814317
0.0429935098959938,0.4539307079779237,0.0413510047115772,0.4586335460350035
0.0404570292750328,0.4784271524152087,0.0397184835803846,0.4637010684068274
0.0383132046055369,0.4935851707427837,0.0394758577045588,0.4525220427132042
0.0370578723420017,0.5052813914736362,0.0378329343752029,0.4803691127500409
0.0362092256459929,0.5146277759913459,0.037787832621633,0.4931846277058645
0.0350613858020096,0.5218131736357777,0.0369318660735992,0.5252550759285627
0.0345700115902295,0.5296864358097143,0.0362632292542116,0.5097047090165076
0.0337243038644727,0.5350352365439419,0.0364502372863825,0.5152089834235721
0.0333781445352191,0.5396126677944711,0.0364718174687173,0.5304298759048642
0.0329402770438763,0.5435255380938141,0.0358951736970687,0.4978339290811542
0.0324784686638871,0.5487479937948397,0.0363018334322019,0.5344217452466891
0.0320406942033372,0.5518131919028932,0.0356518881856848,0.5144551569183775
0.0314942395069214,0.5554834615128814,0.0356149608112689,0.5199113603828858
0.0312935602299305,0.5578569405730113,0.0354709350746068,0.5046687015418038
