train_loss,train_f1
0.3878142084512446,0.017895992458572877
0.30836550932791496,0.05294546424129764
0.2763361396888892,0.10893356581535577
0.25659675523638725,0.1694461659473026
0.23613588222199017,0.2268364118100189
0.21815196052193642,0.2715786174275143
0.2050705941187011,0.29613826287414396
0.19643903544379604,0.33386121179888284
0.1764890764736467,0.37549927229055974
0.167550813820627,0.39947887098743207
0.15846258256998327,0.4362530323166884
0.15426296616593996,0.44916421950820556
0.1434015766200092,0.4716994064435329
0.1358582095967399,0.5057336235042815
0.12664044772585234,0.527294228345363
