train_loss,train_f1,test_loss,test_f1
0.083942871545604,0.2629701938730173,0.0398647052706363,0.5169083138783152
0.0305408551351662,0.5996168562557542,0.0290434035933432,0.6471492308634302
0.0238946247677213,0.6743964051936929,0.0249298225641826,0.6546186514592
0.0206160518391368,0.7125941975260917,0.0230486035711832,0.6958236918780641
0.0186937766012291,0.7358450478517213,0.0216618485523138,0.7158002806983029
0.0173561923467297,0.7553273624024581,0.0208475759094485,0.719428753255446
0.016266658305182,0.7690244601517846,0.0201201297117147,0.7526819969285976
0.0150889150875428,0.7833086979511875,0.0192133553167709,0.7355723818015599
0.0143860844253076,0.792120044654464,0.0191546878177365,0.7572822585160626
0.0138412442222179,0.8007243144539083,0.0186063540840195,0.7561164473965079
0.0132350929245294,0.8096807559112051,0.0179441012034058,0.7612676871511105
0.0127545916809692,0.8166183277676725,0.0177761220238795,0.7572001820378486
0.0123011911011398,0.8233639907741315,0.0183475678690622,0.786717692901261
0.01168566642005,0.8291461592873235,0.0180855679023319,0.7841251162292017
0.0115575579676974,0.834941474006304,0.0180153491049908,0.7791141863210489
