train_loss,train_f1
0.07182399464474767,0.24281653369262704
0.0426939385346731,0.4316576595547293
0.036210416299309024,0.49384588645039806
0.03336629657048303,0.5298221574064986
0.031188211797761885,0.5548049422640039
0.029806554374100704,0.5732246307083507
0.028606968494505655,0.5911065695546398
0.027513189756951235,0.6045541244321794
0.0266744536329615,0.6171666765944648
0.025828240945318385,0.6280902951040499
0.025091882284253565,0.6378437428424107
0.02448295083446344,0.6443512571920732
0.02368583479103419,0.6557113905936536
0.023286722339015034,0.6620750453799763
0.02285166596451637,0.6666827384318641
