train_loss,train_f1
0.07222850347976327,0.2252266761129884
0.04251860314197019,0.42656291277186326
0.036622670244179756,0.4899771696897206
0.03331391575395637,0.5270060086097421
0.031008825707279464,0.5554298331639439
0.029458796648841164,0.5761351233707853
0.028123515338804403,0.5951459690486929
0.027082024539735308,0.6081951107553594
0.026369190960399625,0.6221245377622723
0.02523524396815476,0.6305792051554006
0.024576609808455233,0.6408110792886226
0.024012333380942743,0.6509297797413436
0.023469717108089126,0.6558389308717834
0.022832381353505137,0.6650984022736016
0.022467100921714677,0.6719995090332752
