train_loss,train_f1
0.4480891761680444,0.01624487125676264
0.3057611853712135,0.03430228159822222
0.2695709661477142,0.09953879000023289
0.24829087116652065,0.18105257267669403
0.22660441117154229,0.23618619203781252
0.2186761142479049,0.2668157389746364
0.207982977024383,0.29166217208158307
0.19687922423084578,0.3203253779347392
0.18838658990959326,0.33163265717335827
0.18482848960492346,0.34365390148515185
0.17793260514736176,0.36825955778252084
0.17569574962059656,0.3784094438202918
0.16814450153874028,0.3922738610709392
0.15936895749635166,0.40537025628163414
0.15856417868700293,0.4184728104970458
