train_loss,train_f1,test_loss,test_f1
0.0385015680559663,0.5881811668067841,0.0412846741576989,0.087469003323518
0.0160014939689833,0.7923425253431474,0.0381023776200082,0.1093587192683108
0.0130939057368069,0.8264266738794057,0.0391975003812048,0.0958541934666283
0.011541079587618,0.8471521732900772,0.0386761981579992,0.1024263888225619
0.0105530526350487,0.8605950813158881,0.039399212019311,0.0997375148823162
0.009643085826128,0.8724318851825833,0.0394849615792433,0.1060938353551747
0.0092769318810977,0.8798904775825037,0.0458097002572483,0.0791427068369085
0.0087607857739136,0.8877119351960203,0.0440618337856398,0.0982998944942908
0.0083461258616803,0.8914079626098679,0.0427132008804215,0.0901040749934251
0.0081117822412432,0.8968311558178453,0.044311799108982,0.0967283306575625
0.0076795076450239,0.903609735291998,0.0477890868981679,0.0897787139699858
0.0074852433088206,0.9075349128614136,0.0506627534826596,0.0714195688576873
0.007281883424809,0.9097361489552792,0.0492387633356783,0.0949153573023789
0.0069355044751146,0.9153588184152812,0.0487664966947502,0.0828378838471105
0.0068566608646134,0.9173625496291544,0.0515799298882484,0.0879537270546376
