train_loss,train_f1,test_loss,test_f1
0.0637645063090713,0.2445046484639634,0.0957767354590552,0.4724783676734471
0.0443483440468972,0.3787188242498966,0.1008859490177461,0.4550967749239095
0.0410326239861268,0.412847158581718,0.0988316363521984,0.4641552183649767
0.0389953813073028,0.4367147216054118,0.0950172077864408,0.4787706081408442
0.0375729724224273,0.4524278520904824,0.0977143170578139,0.4778771915329559
0.0365222964904292,0.4676698508512534,0.1038731992776904,0.442646085352555
0.0360404553349065,0.4776523798406233,0.1009011758225304,0.4600533503295676
0.0347084166096949,0.4884080756470053,0.097495570565973,0.4590995312265815
0.0343012078411814,0.4966099225252329,0.1059022034385374,0.4404310756235909
0.0337566353083377,0.5032497114770405,0.0928751177021435,0.4610617172063226
0.0332663626755793,0.5105967580371391,0.0959599837660789,0.4696108306660351
0.0325636688818053,0.5183783690026551,0.1099988536110946,0.4297813468842861
0.0319689481779302,0.5220502846455621,0.1116776712770973,0.4210480523491891
0.0316696098882889,0.5263560413564092,0.1068737983171429,0.435284742180508
0.0314337298535306,0.5325926388683622,0.1022972296391214,0.4485213316938064
