train_loss,train_f1,test_loss,test_f1
0.059725471920597,0.3992146448605931,0.0446014908191404,0.141267545775401
0.0249645430481705,0.6656041736043918,0.0415191213159184,0.1669651042064292
0.0203338242239094,0.719996718356389,0.0421808528664865,0.1552464127923227
0.0180502779342682,0.7486382987873064,0.0433202278065054,0.1466632404175193
0.0163821775381716,0.7707329233652005,0.0433328085039791,0.1563915607713562
0.0151615533162348,0.7858511906736235,0.0443989748233243,0.1545187067836608
0.0142809390954924,0.7986935012827717,0.0453704899471057,0.1619980596633512
0.013542030433012,0.8102927194984623,0.0453853760110704,0.1552133789034521
0.0128651598560769,0.8200464302928904,0.0469928077961269,0.1438127822981075
0.0121639290557317,0.8266463877901303,0.0488069747623644,0.153396523125689
0.011741122038581,0.8335821127049363,0.0489568857378081,0.1442457804193677
0.0114934112688031,0.8396274460786972,0.0495708708308245,0.1377388875604925
0.0110101690530611,0.8452458333178513,0.0527061196534257,0.1386378112971623
0.0107491804745622,0.8501666690629115,0.0514323352590987,0.1410729474572379
0.0102752575639513,0.8549162678342576,0.0552077093406727,0.1415601628302911
