train_loss,train_f1
0.06493067171643763,0.1891921144771864
0.04034567390779039,0.3580832917490914
0.03592430356740029,0.41104077143923096
0.03271182280916132,0.44990252965144273
0.030958190824167554,0.4717121983616733
0.02964379086415788,0.49041320649942693
0.028496294182901134,0.5065148024742888
0.027698461789545537,0.518596886230213
0.027080544684336006,0.5305999534606483
0.026116877508813936,0.5434183115324691
0.025267672433803325,0.5542649528648855
0.024966145734426685,0.5604425144229292
0.024275999556615625,0.5705757796811292
0.023889812975314565,0.5730574282894779
0.02333584186497026,0.5801373327477968
